label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
OPEN,0.0,0.0,0.23743149638175964,-0.3764864206314087,0.5785959362983704,-0.6585185527801514,0.8588024973869324,-0.8576748967170715,1.0445659160614014,-1.0015884637832642,0.9908829927444458,-0.24258612096309662,1.3970541954040527,-0.28409862518310547,1.6256600618362427,-0.2947356402873993,1.8226690292358398,-0.2857244908809662,1.0,5.454076745792236e-09,1.40751051902771,0.033265918493270874,1.6592791080474854,0.07284092158079147,1.8374624252319336,0.13141776621341705,0.9120864272117615,0.2082560956478119,1.2840913534164429,0.30472689867019653,1.5146485567092896,0.3909575939178467,1.6900177001953125,0.47550341486930847,0.7538968324661255,0.398215651512146,0.9130334854125977,0.622266948223114,1.0212358236312866,0.7901052832603455,1.1219043731689453,0.9534376859664917
OPEN,0.0,0.0,0.23906660079956055,-0.3755891025066376,0.5809046030044556,-0.656836986541748,0.8601573705673218,-0.8573160767555237,1.0438441038131714,-1.0035934448242188,0.995491623878479,-0.24155282974243164,1.4001346826553345,-0.2829376757144928,1.626661777496338,-0.29334861040115356,1.8211737871170044,-0.2863297760486603,1.0,8.960207686925514e-09,1.4101990461349487,0.028937440365552902,1.663231372833252,0.0654025748372078,1.8458354473114014,0.118021160364151,0.9067155122756958,0.20962898433208466,1.271192193031311,0.3120281398296356,1.5035897493362427,0.4063417315483093,1.6826927661895752,0.49298879504203796,0.740574300289154,0.3990543484687805,0.89797443151474,0.6280765533447266,1.001879096031189,0.7930513620376587,1.0977877378463745,0.9485141038894653
OPEN,0.0,0.0,0.25108814239501953,-0.37899264693260193,0.5899558067321777,-0.6674400568008423,0.8722512125968933,-0.8675181865692139,1.063806176185608,-1.003383994102478,0.9965208172798157,-0.24773290753364563,1.4003173112869263,-0.285749226808548,1.6247272491455078,-0.2933591902256012,1.8211326599121094,-0.28355133533477783,1.0,-2.0736777628371783e-08,1.413262128829956,0.022240864112973213,1.667599081993103,0.053310245275497437,1.8519558906555176,0.10022321343421936,0.9063481092453003,0.2120334506034851,1.2709375619888306,0.3110589385032654,1.5065268278121948,0.39121901988983154,1.6958211660385132,0.46492499113082886,0.7368555665016174,0.40224069356918335,0.8848217129707336,0.6263458728790283,0.9933337569236755,0.7942437529563904,1.1006900072097778,0.9547831416130066
OPEN,0.0,0.0,0.25460055470466614,-0.37596166133880615,0.5975059270858765,-0.6625121235847473,0.8895717859268188,-0.8567056655883789,1.0841467380523682,-0.9954106211662292,0.9963316917419434,-0.2527112066745758,1.4044994115829468,-0.2740330398082733,1.6261005401611328,-0.27098843455314636,1.8263565301895142,-0.2468126118183136,1.0,-2.4049278124493867e-09,1.4138453006744385,0.018689682707190514,1.6671736240386963,0.056322984397411346,1.8593183755874634,0.11037420481443405,0.9048254489898682,0.21901778876781464,1.253192663192749,0.33711978793144226,1.478036642074585,0.440516859292984,1.6615062952041626,0.5292856693267822,0.7331482768058777,0.4126570522785187,0.8757668137550354,0.6404191255569458,0.9718943238258362,0.81749427318573,1.0675160884857178,0.9790703654289246
OPEN,0.0,0.0,0.24601827561855316,-0.3812476694583893,0.5851932764053345,-0.6774194240570068,0.8773430585861206,-0.875442385673523,1.075654149055481,-1.0163350105285645,0.9924721717834473,-0.255458801984787,1.3930988311767578,-0.2877558171749115,1.6091996431350708,-0.29258665442466736,1.805285096168518,-0.2759082615375519,1.0,-1.6614821518601275e-08,1.4089661836624146,0.012268883176147938,1.6545743942260742,0.04416946321725845,1.842142939567566,0.09436804801225662,0.9105840921401978,0.22426500916481018,1.2604954242706299,0.3346463441848755,1.479121208190918,0.438599556684494,1.6569955348968506,0.5283620953559875,0.7484533190727234,0.42456477880477905,0.8973533511161804,0.6467989683151245,0.9914790987968445,0.8195509314537048,1.0862135887145996,0.9774649143218994
OPEN,0.0,0.0,0.25049009919166565,-0.38687863945961,0.5938628315925598,-0.6927935481071472,0.8919560313224792,-0.8960511088371277,1.1020865440368652,-1.043962001800537,0.9980923533439636,-0.2588125467300415,1.4050359725952148,-0.28889918327331543,1.6263794898986816,-0.29422587156295776,1.829781413078308,-0.28014132380485535,1.0,-1.0962509788825514e-09,1.41374671459198,0.01667231321334839,1.6623095273971558,0.046908244490623474,1.8543524742126465,0.09310217946767807,0.9065592885017395,0.22811099886894226,1.2556579113006592,0.3487890958786011,1.4713621139526367,0.4514049291610718,1.6517904996871948,0.5357576608657837,0.7412116527557373,0.4312853217124939,0.8966734409332275,0.6626173853874207,0.9958789348602295,0.8370985984802246,1.1003233194351196,0.9922400116920471
OPEN,0.0,0.0,0.2603018879890442,-0.37744349241256714,0.6020796298980713,-0.6794742941856384,0.8953897356987,-0.8813856244087219,1.0997066497802734,-1.028621792793274,0.9979515075683594,-0.2551909387111664,1.405470848083496,-0.29050973057746887,1.6280401945114136,-0.29832926392555237,1.8323386907577515,-0.28687405586242676,1.0,-1.5475727366265346e-08,1.415855884552002,0.020654404535889626,1.6591132879257202,0.048780545592308044,1.85210120677948,0.09152227640151978,0.9075677990913391,0.22875230014324188,1.2573356628417969,0.3475818932056427,1.4698436260223389,0.4439013600349426,1.6489214897155762,0.5244185924530029,0.7378705143928528,0.43633145093917847,0.904865026473999,0.6734528541564941,1.0067967176437378,0.843317985534668,1.1107947826385498,0.9934763312339783
OPEN,0.0,0.0,0.25027841329574585,-0.3809868097305298,0.5947362780570984,-0.6716833710670471,0.8826781511306763,-0.8722795844078064,1.08103346824646,-1.0187537670135498,0.9956735372543335,-0.24844038486480713,1.3992005586624146,-0.28712713718414307,1.622872233390808,-0.2930173873901367,1.8210134506225586,-0.2795239984989166,1.0,-1.7590705780889948e-08,1.4127434492111206,0.0228355024009943,1.659599781036377,0.05842471867799759,1.848507046699524,0.1106066107749939,0.9101983308792114,0.2222307026386261,1.2661339044570923,0.3323368430137634,1.4808158874511719,0.43080776929855347,1.650307536125183,0.518831729888916,0.7487644553184509,0.426195353269577,0.918300986289978,0.6690789461135864,1.031187653541565,0.8424184918403625,1.141072154045105,0.9985839128494263
OPEN,0.0,0.0,0.2454078197479248,-0.38824379444122314,0.5796529054641724,-0.6833104491233826,0.8643321394920349,-0.8862285614013672,1.0666468143463135,-1.0252597332000732,0.994094967842102,-0.2560582458972931,1.392374038696289,-0.2872397303581238,1.6120692491531372,-0.28818368911743164,1.8065052032470703,-0.26896703243255615,1.0,7.093307274885774e-09,1.4140830039978027,0.022578906267881393,1.6613529920578003,0.056003469973802567,1.839268684387207,0.10682722926139832,0.9129353165626526,0.22447894513607025,1.271338701248169,0.33560338616371155,1.4922218322753906,0.4314916431903839,1.6658811569213867,0.5181267857551575,0.751228392124176,0.4253941476345062,0.9076423048973083,0.6609939336776733,1.0166457891464233,0.827742874622345,1.1237813234329224,0.9807860851287842
OPEN,0.0,0.0,0.23251277208328247,-0.3843463361263275,0.5567949414253235,-0.6814638376235962,0.8255112767219543,-0.8943231105804443,1.0045454502105713,-1.0576646327972412,0.9863832592964172,-0.2582888901233673,1.374525547027588,-0.3053869307041168,1.5979329347610474,-0.3150293827056885,1.8047822713851929,-0.3066127300262451,1.0,-2.0548753809634945e-09,1.4150193929672241,0.029063617810606956,1.6595016717910767,0.05284924432635307,1.8550212383270264,0.09013678878545761,0.9163463711738586,0.22767005860805511,1.2663331031799316,0.35708534717559814,1.4901212453842163,0.4426861107349396,1.6880022287368774,0.5160066485404968,0.751955509185791,0.42668429017066956,0.9246909022331238,0.6627969741821289,1.0542758703231812,0.823193371295929,1.1946150064468384,0.9694305658340454
OPEN,0.0,0.0,0.23033368587493896,-0.37034323811531067,0.5443110466003418,-0.6630293130874634,0.8029871582984924,-0.870194137096405,0.9719738960266113,-1.0351792573928833,0.9807162284851074,-0.2526986002922058,1.3625037670135498,-0.30024662613868713,1.5901585817337036,-0.3172939419746399,1.801926612854004,-0.3169269561767578,1.0,1.615148370603947e-08,1.415548324584961,0.023196399211883545,1.6593466997146606,0.04455972835421562,1.8620487451553345,0.08370541781187057,0.9236301779747009,0.22688981890678406,1.2726775407791138,0.3442882001399994,1.4898889064788818,0.41944149136543274,1.6837749481201172,0.48924607038497925,0.7621822357177734,0.42932745814323425,0.946752667427063,0.6537336707115173,1.0771466493606567,0.8073819279670715,1.2165799140930176,0.9517220258712769
OPEN,0.0,0.0,0.23499253392219543,-0.3745441436767578,0.5541436076164246,-0.665228009223938,0.8194849491119385,-0.8713535070419312,0.9930496215820312,-1.0305063724517822,0.987102210521698,-0.25341591238975525,1.3765857219696045,-0.29818153381347656,1.603957176208496,-0.30975237488746643,1.8157693147659302,-0.30251404643058777,1.0,-2.115890129772424e-09,1.414415717124939,0.02455032616853714,1.6584603786468506,0.049934037029743195,1.8622758388519287,0.09256865829229355,0.917205810546875,0.2267577350139618,1.2574961185455322,0.34658029675483704,1.4715486764907837,0.42280659079551697,1.6639518737792969,0.4920031726360321,0.7519436478614807,0.42981186509132385,0.9345873594284058,0.6487514972686768,1.0621370077133179,0.8001216053962708,1.1986699104309082,0.9420275092124939
OPEN,0.0,0.0,0.23359867930412292,-0.36769723892211914,0.5581393837928772,-0.6511317491531372,0.8282933235168457,-0.8561112284660339,1.0070956945419312,-1.0138086080551147,0.9922016859054565,-0.25009602308273315,1.3817898035049438,-0.288103848695755,1.60689377784729,-0.28930699825286865,1.8140020370483398,-0.27393388748168945,1.0,-3.929545133729562e-09,1.4197362661361694,0.02516273222863674,1.66246497631073,0.05194367468357086,1.8635224103927612,0.09536615014076233,0.9105506539344788,0.22547753155231476,1.2533255815505981,0.35779041051864624,1.4688282012939453,0.44370314478874207,1.6649595499038696,0.5201538801193237,0.7354850172996521,0.4301389455795288,0.9177768230438232,0.6639885306358337,1.0444109439849854,0.8152069449424744,1.183237075805664,0.9539611339569092
OPEN,0.0,0.0,0.24634777009487152,-0.377986878156662,0.571942150592804,-0.662186324596405,0.8418083786964417,-0.8649966716766357,1.025305151939392,-1.01401686668396,0.9954087138175964,-0.24926820397377014,1.3954112529754639,-0.2953904867172241,1.6258046627044678,-0.307047039270401,1.8355381488800049,-0.3021894097328186,1.0,2.870544024702326e-09,1.420871615409851,0.016673462465405464,1.6743711233139038,0.039357494562864304,1.8714162111282349,0.07643604278564453,0.9128149151802063,0.21965229511260986,1.2722060680389404,0.32937681674957275,1.4899040460586548,0.40662136673927307,1.6749985218048096,0.4729246497154236,0.745203971862793,0.41948607563972473,0.9255180358886719,0.6356046199798584,1.0520455837249756,0.7786432504653931,1.1810795068740845,0.9062319993972778
OPEN,0.0,0.0,0.24517706036567688,-0.3736407160758972,0.5818919539451599,-0.6517971158027649,0.8591898083686829,-0.8488604426383972,1.046828269958496,-0.9987841248512268,0.9981036186218262,-0.2472076117992401,1.4034922122955322,-0.28263697028160095,1.6365187168121338,-0.28546929359436035,1.8479194641113281,-0.2717929482460022,1.0,3.6233314126832283e-09,1.425862431526184,0.017020314931869507,1.684099793434143,0.04532694071531296,1.8858245611190796,0.09121066331863403,0.9088983535766602,0.21711237728595734,1.269188404083252,0.32750874757766724,1.4870729446411133,0.41050073504447937,1.6711814403533936,0.4845111668109894,0.7383103370666504,0.4134581685066223,0.9202608466148376,0.6259341239929199,1.0399501323699951,0.7702330350875854,1.161370873451233,0.902330756187439
OPEN,0.0,0.0,0.2728261351585388,-0.38994157314300537,0.6313915252685547,-0.6586907505989075,0.9253954887390137,-0.8571168780326843,1.128373146057129,-0.9990336894989014,1.0174458026885986,-0.2496800273656845,1.4357702732086182,-0.2717932462692261,1.6731077432632446,-0.26075053215026855,1.8805230855941772,-0.23784974217414856,1.0,5.296294069978558e-09,1.4300034046173096,0.014695372432470322,1.7072175741195679,0.049374617636203766,1.9043768644332886,0.09667054563760757,0.8937638401985168,0.2118031531572342,1.2635725736618042,0.33099040389060974,1.4990818500518799,0.42845696210861206,1.6928695440292358,0.5088304281234741,0.7227368354797363,0.40298381447792053,0.8934654593467712,0.6265507340431213,1.0119616985321045,0.7830406427383423,1.1319291591644287,0.9221088290214539
OPEN,0.0,0.0,0.29200485348701477,-0.408064067363739,0.6473321318626404,-0.6787049770355225,0.9406376481056213,-0.884713888168335,1.1540638208389282,-1.0270901918411255,1.0253119468688965,-0.25684913992881775,1.4537371397018433,-0.28282350301742554,1.6965370178222656,-0.27721863985061646,1.9059144258499146,-0.25973260402679443,1.0,3.959288896737689e-09,1.4376932382583618,0.017027422785758972,1.7247772216796875,0.05619560182094574,1.919066309928894,0.1058417335152626,0.8929340243339539,0.21633490920066833,1.2741626501083374,0.32218337059020996,1.5141518115997314,0.4141128957271576,1.703341007232666,0.4888474643230438,0.7312110066413879,0.4106389284133911,0.9089579582214355,0.6169156432151794,1.0315948724746704,0.761506974697113,1.148517370223999,0.8901724219322205
OPEN,0.0,0.0,0.2900387942790985,-0.4209880232810974,0.6460342407226562,-0.6961566805839539,0.9401779174804688,-0.89239102602005,1.1535874605178833,-1.0353851318359375,1.0227341651916504,-0.2576371431350708,1.4464377164840698,-0.28168579936027527,1.6819461584091187,-0.271136999130249,1.888999104499817,-0.25061625242233276,1.0,-3.989953256677836e-09,1.4276952743530273,0.015374242328107357,1.7103030681610107,0.05830586701631546,1.9047209024429321,0.10962092876434326,0.8939693570137024,0.2138049155473709,1.2648943662643433,0.3196422755718231,1.5025050640106201,0.41775253415107727,1.6928529739379883,0.4947284460067749,0.7346259355545044,0.404225617647171,0.8909114003181458,0.6204299330711365,1.0018061399459839,0.7739982008934021,1.1129584312438965,0.9089114665985107
OPEN,0.0,0.0,0.2822459638118744,-0.4319377839565277,0.6386169195175171,-0.707294762134552,0.9320014715194702,-0.9028558135032654,1.1374642848968506,-1.0471980571746826,1.016540765762329,-0.2619074881076813,1.4314355850219727,-0.27972519397735596,1.658400058746338,-0.2687748670578003,1.8586026430130005,-0.24812354147434235,1.0,9.520969790344225e-09,1.415992259979248,0.021568043157458305,1.6880857944488525,0.06481380760669708,1.8725651502609253,0.11600279062986374,0.9011952877044678,0.2190796583890915,1.2710577249526978,0.3302808403968811,1.5061047077178955,0.43202775716781616,1.6891952753067017,0.5128483176231384,0.752425491809845,0.41634801030158997,0.8987948298454285,0.6405949592590332,1.0031037330627441,0.8023294806480408,1.1080443859100342,0.9446800351142883
OPEN,0.0,0.0,0.24819503724575043,-0.4299250841140747,0.5871978998184204,-0.7187603712081909,0.8700368404388428,-0.9118942022323608,1.0508848428726196,-1.060377836227417,0.9994701147079468,-0.26399269700050354,1.399487018585205,-0.2929139733314514,1.6196411848068237,-0.29338231682777405,1.8194568157196045,-0.2816975712776184,1.0,7.479434849244626e-09,1.4150446653366089,0.03162510693073273,1.6675149202346802,0.06847720593214035,1.8539719581604004,0.11606260389089584,0.9115076065063477,0.2261023372411728,1.2766410112380981,0.3530242443084717,1.5066819190979004,0.4516950249671936,1.6892297267913818,0.5324548482894897,0.7613982558250427,0.4313242733478546,0.9233510494232178,0.663835883140564,1.041311264038086,0.8222120404243469,1.1574811935424805,0.9591694474220276
OPEN,0.0,0.0,0.20924532413482666,-0.3991149067878723,0.5221795439720154,-0.692033052444458,0.7915765643119812,-0.8839168548583984,0.9507787823677063,-1.0499809980392456,0.9736312031745911,-0.25127801299095154,1.3511888980865479,-0.2950592637062073,1.5662084817886353,-0.30911606550216675,1.7675540447235107,-0.30616000294685364,1.0,1.7808532426499823e-10,1.410693883895874,0.03986384719610214,1.6430199146270752,0.06541937589645386,1.8372398614883423,0.10956230759620667,0.9314950108528137,0.2267405390739441,1.2840884923934937,0.35337358713150024,1.5012288093566895,0.4327058792114258,1.6850230693817139,0.5069336295127869,0.7840720415115356,0.4381449818611145,0.9842809438705444,0.6622474789619446,1.1146478652954102,0.8099942207336426,1.240676760673523,0.9442602396011353
OPEN,0.0,0.0,0.19907432794570923,-0.38532963395118713,0.5023910403251648,-0.6693273186683655,0.7605968713760376,-0.8519542813301086,0.9140974879264832,-1.011051058769226,0.9649078845977783,-0.24461284279823303,1.3155864477157593,-0.289703369140625,1.522824764251709,-0.31037038564682007,1.7117468118667603,-0.31784170866012573,1.0,-5.946833248060557e-09,1.3968147039413452,0.033617980778217316,1.6275907754898071,0.0486566461622715,1.8173867464065552,0.0810679942369461,0.9451866149902344,0.224578395485878,1.2860405445098877,0.35414114594459534,1.5045433044433594,0.4219096004962921,1.6900205612182617,0.48093950748443604,0.8142096400260925,0.4310339391231537,1.0253905057907104,0.6466765403747559,1.1661083698272705,0.7710790038108826,1.3032586574554443,0.8796349763870239
OPEN,0.0,0.0,0.1976034790277481,-0.37285295128822327,0.5029458403587341,-0.6300507187843323,0.755092203617096,-0.7890605926513672,0.8986925482749939,-0.9373093843460083,0.9682608246803284,-0.2372562289237976,1.313420295715332,-0.28369495272636414,1.5252025127410889,-0.30988430976867676,1.7160344123840332,-0.32681185007095337,1.0,-1.7116224881874587e-08,1.3959462642669678,0.03722011670470238,1.6410831212997437,0.05032812058925629,1.8422021865844727,0.07245786488056183,0.9364740252494812,0.21347978711128235,1.2910349369049072,0.3246862590312958,1.5231330394744873,0.3756256699562073,1.7223972082138062,0.41616323590278625,0.7949066162109375,0.40816444158554077,1.0125095844268799,0.602973461151123,1.164620280265808,0.7161350846290588,1.3115859031677246,0.8149144649505615
OPEN,0.0,0.0,0.19579091668128967,-0.36453667283058167,0.5048443675041199,-0.6302221417427063,0.7574039101600647,-0.8089057207107544,0.9125173687934875,-0.9554024934768677,0.9742398858070374,-0.23001132905483246,1.344401240348816,-0.28304430842399597,1.5673426389694214,-0.3035108149051666,1.7621654272079468,-0.30842065811157227,1.0,1.2887741984712875e-09,1.406052589416504,0.024576986208558083,1.6583958864212036,0.03983133286237717,1.865776777267456,0.06992606818675995,0.9331240057945251,0.20912842452526093,1.2984564304351807,0.3088057339191437,1.5252208709716797,0.3570396900177002,1.726670742034912,0.39653322100639343,0.7934370040893555,0.40834179520606995,1.0175105333328247,0.5955109000205994,1.1774113178253174,0.7099048495292664,1.3372468948364258,0.8109540343284607
OPEN,0.0,0.0,0.2111530900001526,-0.3753543794155121,0.5321940779685974,-0.6339625120162964,0.7903944849967957,-0.8275799751281738,0.9403460025787354,-1.0105400085449219,0.9803164005279541,-0.23366789519786835,1.355699062347412,-0.28615379333496094,1.5843781232833862,-0.3075999915599823,1.7840614318847656,-0.3156467378139496,1.0,-1.639803137720719e-08,1.4101917743682861,0.022681226953864098,1.6711947917938232,0.03825002163648605,1.8818398714065552,0.06699319928884506,0.9299070239067078,0.20960719883441925,1.2959846258163452,0.31789156794548035,1.5276724100112915,0.37159374356269836,1.7320985794067383,0.4128260910511017,0.7911454439163208,0.4054992198944092,1.012047290802002,0.5959368944168091,1.1682673692703247,0.7088975310325623,1.3240141868591309,0.806679904460907
OPEN,0.0,0.0,0.20297689735889435,-0.3635138273239136,0.5142133831977844,-0.622924268245697,0.7575829029083252,-0.8114707469940186,0.8890299797058105,-0.9810847043991089,0.9824139475822449,-0.23368753492832184,1.3551557064056396,-0.286471962928772,1.5815658569335938,-0.3081034719944,1.7802343368530273,-0.31783875823020935,1.0,-1.4103800793918708e-08,1.4064847230911255,0.02459934912621975,1.6666364669799805,0.04173796996474266,1.8814129829406738,0.07104218006134033,0.9282780289649963,0.2081250548362732,1.2935551404953003,0.3022308647632599,1.523314118385315,0.34063562750816345,1.729313850402832,0.37128177285194397,0.7896423935890198,0.4067169725894928,1.007806658744812,0.5960094332695007,1.1639904975891113,0.7142302393913269,1.3225980997085571,0.8198440670967102
